loggingTime;loggingSample;locationHeadingTimestamp_since1970;locationHeadingX;locationHeadingY;locationHeadingZ;locationTrueHeading;locationMagneticHeading;locationHeadingAccuracy
2022-05-16 09:52:06.734;163;1652687526.68409;289.7817993164062;805.204833984375;-704.6719360351562;-1;98.08214569091797;26
2022-05-16 09:52:06.773;164;1652687526.736358;79.48826599121094;501.4413146972656;-225.7196655273438;-1;98.07479095458984;26
2022-05-16 09:52:06.834;165;1652687526.787807;1.636489868164062;254.1405181884766;-88.28202819824219;-1;98.06797790527344;26
2022-05-16 09:52:06.869;166;1652687526.842583;-22.46208190917969;133.8891143798828;-70.174560546875;-1;98.06119537353516;26
2022-05-16 09:52:06.933;167;1652687526.9182;-31.06393241882324;69.96843719482422;-86.39450836181641;-1;97.87989044189453;26
2022-05-16 09:52:06.966;168;1652687526.9182;-31.06393241882324;69.96843719482422;-86.39450836181641;-1;97.87989044189453;26
2022-05-16 09:52:07.033;169;1652687526.971079;-31.29822158813477;63.59946441650391;-102.8703842163086;-1;97.80398559570312;26
2022-05-16 09:52:07.063;170;1652687527.022559;-32.10150909423828;80.16538238525391;-120.2740325927734;-1;97.78534698486328;26
2022-05-16 09:52:07.131;171;1652687527.074544;-38.12615203857422;135.2091217041016;-133.9026184082031;-1;97.740478515625;26
2022-05-16 09:52:07.159;172;1652687527.126134;-63.93170928955078;270.8714599609375;-114.1635665893555;-1;97.73996734619141;26
2022-05-16 09:52:07.234;173;1652687527.178633;-163.2713775634766;558.16796875;61.02463531494141;-1;97.74016571044922;26
2022-05-16 09:52:07.257;174;1652687527.229536;-426.0797119140625;853.4505004882812;670.6641845703125;-1;97.74128723144531;26
2022-05-16 09:52:07.298;175;1652687527.281552;-732.9683227539062;475.7673950195312;1447.973754882812;-1;97.74230194091797;26
2022-05-16 09:52:07.354;176;1652687527.33353;-747.6618041992188;-384.703369140625;1481.661254882812;-1;97.74304962158203;26
2022-05-16 09:52:07.399;177;1652687527.385789;-455.3997192382812;-842.3451538085938;733.8162231445312;-1;97.74250030517578;26
2022-05-16 09:52:07.450;178;1652687527.437654;-182.0482635498047;-579.5014038085938;83.77083587646484;-1;97.74276733398438;26
2022-05-16 09:52:07.499;179;1652687527.489809;-78.19010925292969;-278.1138610839844;-107.1254272460938;-1;97.74510192871094;26
2022-05-16 09:52:07.545;180;1652687527.489809;-78.19010925292969;-278.1138610839844;-107.1254272460938;-1;97.74510192871094;26
2022-05-16 09:52:07.599;181;1652687527.593964;-44.18435668945312;-83.81080627441406;-115.6992797851562;-1;97.74619293212891;26
2022-05-16 09:52:07.643;182;1652687527.593964;-44.18435668945312;-83.81080627441406;-115.6992797851562;-1;97.74619293212891;26
2022-05-16 09:52:07.681;183;1652687527.647645;-41.23897552490234;-70.21487426757812;-99.89523315429688;-1;97.74583435058594;26
2022-05-16 09:52:07.739;184;1652687527.697863;-38.8291130065918;-84.53681182861328;-84.28313446044922;-1;97.74581146240234;26
2022-05-16 09:52:07.777;185;1652687527.750341;-28.58721923828125;-141.1645355224609;-74.55757141113281;-1;97.74739074707031;26
2022-05-16 09:52:07.835;186;1652687527.801797;10.57295989990234;-293.4917907714844;-106.9334716796875;-1;97.74773406982422;26
2022-05-16 09:52:07.874;187;1652687527.854859;160.5196228027344;-616.9561767578125;-364.9809265136719;-1;97.74828338623047;26
2022-05-16 09:52:07.933;188;1652687527.905823;506.3675537109375;-726.3507690429688;-1118.296508789062;-1;97.74851226806641;26
2022-05-16 09:52:07.971;189;1652687527.958553;727.37158203125;-66.18890380859375;-1620.922729492188;-1;97.74980163574219;26
2022-05-16 09:52:08.035;190;1652687528.008923;561.8612060546875;670.202392578125;-1253.942504882812;-1;97.75067901611328;26
2022-05-16 09:52:08.067;191;1652687528.061878;201.6880035400391;693.6653442382812;-452.7027893066406;-1;97.75048828125;26
2022-05-16 09:52:08.134;192;1652687528.113512;21.91936111450195;341.0621032714844;-117.0107574462891;-1;97.74929809570312;26
2022-05-16 09:52:08.164;193;1652687528.113512;21.91936111450195;341.0621032714844;-117.0107574462891;-1;97.74929809570312;26
2022-05-16 09:52:08.232;194;1652687528.217793;-39.79976654052734;93.10128784179688;-81.75556945800781;-1;97.74611663818359;26
2022-05-16 09:52:08.261;195;1652687528.217793;-39.79976654052734;93.10128784179688;-81.75556945800781;-1;97.74611663818359;26
2022-05-16 09:52:08.334;196;1652687528.322226;-52.65234375;102.4732360839844;-118.8023071289062;-1;97.74554443359375;26
2022-05-16 09:52:08.358;197;1652687528.322226;-52.65234375;102.4732360839844;-118.8023071289062;-1;97.74554443359375;26
2022-05-16 09:52:08.434;198;1652687528.376409;-76.11498260498047;191.4738006591797;-126.320426940918;-1;97.74546051025391;26
2022-05-16 09:52:08.454;199;1652687528.376409;-76.11498260498047;191.4738006591797;-126.320426940918;-1;97.74546051025391;26
